User:;Maciej
IndexName:;WIG20Closing
StartDate:;2015-01-27 08:39:32
CalculationTime:;03:59:14
TestCasesNumber:;2
ProportionalDivisionTrainingTestData:;70
networkType;learningCoefficient;inertiaCoefficient;iterationNumber;neuronStructure;maxInputColumns;windowLength;density;step;resultError;TestCorrectDirectionPredictionsRate;TestCorrectDownPredictionsRate;TestCorrectUpPredictionsRate;Trend;LastTrainingCorrectDirectionPredictionsRate
MLP;0,25;0;1000;30~1;no PCA;Day;Day;Day;1072,40964150889;0,571220930232558;0,380813953488372;0,761627906976744;0,5;0,522191400832178
Elman;0,25;0;1000;30~1;no PCA;Day;Day;Day;1054,59147787562;0,565406976744186;0,369186046511628;0,761627906976744;0,5;0,5124826629681
Jordan;0,25;0;1000;30~1;no PCA;Day;Day;Day;1057,0488275011;0,569767441860465;0,377906976744186;0,761627906976744;0,5;0,520110957004161
MLP;0,5;0;1000;30~1;no PCA;Day;Day;Day;1049,80472386201;0,574127906976744;0,386627906976744;0,761627906976744;0,5;0,53120665742025
Elman;0,5;0;1000;30~1;no PCA;Day;Day;Day;1034,39241541585;0,563953488372093;0,366279069767442;0,761627906976744;0,5;0,522191400832178
Jordan;0,5;0;1000;30~1;no PCA;Day;Day;Day;1023,40693815876;0,569767441860465;0,366279069767442;0,773255813953488;0,5;0,513176144244105
MLP;0,75;0;1000;30~1;no PCA;Day;Day;Day;1032,17212148459;0,572674418604651;0,383720930232558;0,761627906976744;0,5;0,530513176144244
Elman;0,75;0;1000;30~1;no PCA;Day;Day;Day;1042,65925752063;0,568313953488372;0,375;0,761627906976744;0,5;0,515950069348128
Jordan;0,75;0;1000;30~1;no PCA;Day;Day;Day;1008,59713143495;0,568313953488372;0,36046511627907;0,776162790697674;0,5;0,5124826629681
MLP;1;0;1000;30~1;no PCA;Day;Day;Day;1020,20225621384;0,572674418604651;0,383720930232558;0,761627906976744;0,5;0,528432732316227
Elman;1;0;1000;30~1;no PCA;Day;Day;Day;1050,84669142688;0,568313953488372;0,377906976744186;0,758720930232558;0,5;0,51872399445215
Jordan;1;0;1000;30~1;no PCA;Day;Day;Day;1004,61415646364;0,565406976744186;0,354651162790698;0,776162790697674;0,5;0,514563106796117
MLP;0,25;0,25;1000;30~1;no PCA;Day;Day;Day;1248,27674529592;0,505813953488372;0,0145348837209302;0,997093023255814;0,5;0,4875173370319
Elman;0,25;0,25;1000;30~1;no PCA;Day;Day;Day;1125,23524442855;0,501453488372093;0,00290697674418605;1;0,5;0,494452149791956
Jordan;0,25;0,25;1000;30~1;no PCA;Day;Day;Day;1168,90881806732;0,505813953488372;0,0116279069767442;1;0,5;0,486823855755895
MLP;0,5;0,25;1000;30~1;no PCA;Day;Day;Day;1062,82295739926;0,508720930232558;0,0406976744186047;0,976744186046512;0,5;0,49375866851595
Elman;0,5;0,25;1000;30~1;no PCA;Day;Day;Day;1062,70467217067;0,510174418604651;0,0232558139534884;0,997093023255814;0,5;0,502773925104022
Jordan;0,5;0,25;1000;30~1;no PCA;Day;Day;Day;1047,1823172457;0,513081395348837;0,061046511627907;0,965116279069767;0,5;0,499306518723994
MLP;0,75;0,25;1000;30~1;no PCA;Day;Day;Day;1026,50592414957;0,526162790697674;0,104651162790698;0,947674418604651;0,5;0,500693481276006
Elman;0,75;0,25;1000;30~1;no PCA;Day;Day;Day;1046,67686561991;0,526162790697674;0,107558139534884;0,944767441860465;0,5;0,515950069348128
Jordan;0,75;0,25;1000;30~1;no PCA;Day;Day;Day;1018,39623750679;0,529069767441861;0,113372093023256;0,944767441860465;0,5;0,503467406380028
MLP;1;0,25;1000;30~1;no PCA;Day;Day;Day;1019,73217394414;0,529069767441861;0,133720930232558;0,924418604651163;0,5;0,501386962552011
Elman;1;0,25;1000;30~1;no PCA;Day;Day;Day;1064,75349052903;0,526162790697674;0,119186046511628;0,933139534883721;0,5;0,514563106796117
Jordan;1;0,25;1000;30~1;no PCA;Day;Day;Day;1016,25505742883;0,531976744186047;0,13953488372093;0,924418604651163;0,5;0,505547850208044
MLP;0,25;0,5;1000;30~1;no PCA;Day;Day;Day;1191,00375979823;0,5;0;1;0,5;0,4875173370319
