User:;Maciej
IndexName:;TimeSeriesOur
StartDate:;2015-01-14 00:26:21
CalculationTime:;02:07:40
TestCasesNumber:;100
ProportionalDivisionTrainingTestData:;0,7
networkType;learningCoefficient;inertiaCoefficient;iterationNumber;neuronStructure;maxInputColumns;windowLength;density;step;resultError
Elman;0;0,4;100;10~1;no PCA;Day;Day;Day;0,315325180599016
MLP;0,2;0,4;100;10~1;no PCA;Day;Day;Day;0,11613238386229
Jordan;0,2;0,4;100;10~1;no PCA;Day;Day;Day;0,110174497549795
Elman;0,2;0,4;100;10~1;no PCA;Day;Day;Day;0,0973780037092026
MLP;0,4;0,4;100;10~1;no PCA;Day;Day;Day;0,0940804723205233
Jordan;0,4;0,4;100;10~1;no PCA;Day;Day;Day;0,0972757258987296
Elman;0,4;0,4;100;10~1;no PCA;Day;Day;Day;0,0932538791745877
MLP;0,6;0,4;100;10~1;no PCA;Day;Day;Day;0,0827669053197419
Jordan;0,6;0,4;100;10~1;no PCA;Day;Day;Day;0,0930759493190463
Elman;0,6;0,4;100;10~1;no PCA;Day;Day;Day;0,0926728481672859
MLP;0,8;0,4;100;10~1;no PCA;Day;Day;Day;0,0682737875458348
Jordan;0,8;0,4;100;10~1;no PCA;Day;Day;Day;0,0907864915644005
Elman;0,8;0,4;100;10~1;no PCA;Day;Day;Day;0,0929876727477519
MLP;1;0,4;100;10~1;no PCA;Day;Day;Day;0,0488435259336867
Jordan;1;0,4;100;10~1;no PCA;Day;Day;Day;0,0865225486137071
Elman;1;0,4;100;10~1;no PCA;Day;Day;Day;0,0936847646391605
MLP;0;0,6;100;10~1;no PCA;Day;Day;Day;0,353011646817203
Jordan;0;0,6;100;10~1;no PCA;Day;Day;Day;0,352596054934058
Elman;0;0,6;100;10~1;no PCA;Day;Day;Day;0,344690974531197
MLP;0,2;0,6;100;10~1;no PCA;Day;Day;Day;0,12762460249032
Jordan;0,2;0,6;100;10~1;no PCA;Day;Day;Day;0,121941067006709
Elman;0,2;0,6;100;10~1;no PCA;Day;Day;Day;0,107970125364311
MLP;0,4;0,6;100;10~1;no PCA;Day;Day;Day;0,111062659478196
Jordan;0,4;0,6;100;10~1;no PCA;Day;Day;Day;0,110643359572921
Elman;0,4;0,6;100;10~1;no PCA;Day;Day;Day;0,103911226565843
MLP;0,6;0,6;100;10~1;no PCA;Day;Day;Day;0,105905272465923
Jordan;0,6;0,6;100;10~1;no PCA;Day;Day;Day;0,107701343441957
Elman;0,6;0,6;100;10~1;no PCA;Day;Day;Day;0,103467050604578
MLP;0,8;0,6;100;10~1;no PCA;Day;Day;Day;0,103100252996964
Jordan;0,8;0,6;100;10~1;no PCA;Day;Day;Day;0,106921858716564
Elman;0,8;0,6;100;10~1;no PCA;Day;Day;Day;0,103947600455841
MLP;1;0,6;100;10~1;no PCA;Day;Day;Day;0,102585928885254
Jordan;1;0,6;100;10~1;no PCA;Day;Day;Day;0,106959392007538
Elman;1;0,6;100;10~1;no PCA;Day;Day;Day;0,104831081314516
MLP;0;0,8;100;10~1;no PCA;Day;Day;Day;0,355944974410088
Jordan;0;0,8;100;10~1;no PCA;Day;Day;Day;0,355991171609076
Elman;0;0,8;100;10~1;no PCA;Day;Day;Day;0,347294507737508
MLP;0,2;0,8;100;10~1;no PCA;Day;Day;Day;0,143054958792718
Jordan;0,2;0,8;100;10~1;no PCA;Day;Day;Day;0,135847505187322
Elman;0,2;0,8;100;10~1;no PCA;Day;Day;Day;0,120789375257601
MLP;0,4;0,8;100;10~1;no PCA;Day;Day;Day;0,126939005298565
Jordan;0,4;0,8;100;10~1;no PCA;Day;Day;Day;0,12429575334538
Elman;0,4;0,8;100;10~1;no PCA;Day;Day;Day;0,116557741045926
MLP;0,6;0,8;100;10~1;no PCA;Day;Day;Day;0,122510307137023
Jordan;0,6;0,8;100;10~1;no PCA;Day;Day;Day;0,121429821657152
Elman;0,6;0,8;100;10~1;no PCA;Day;Day;Day;0,116190275107172
MLP;0,8;0,8;100;10~1;no PCA;Day;Day;Day;0,121125704086148
Jordan;0,8;0,8;100;10~1;no PCA;Day;Day;Day;0,120780789256988
Elman;0,8;0,8;100;10~1;no PCA;Day;Day;Day;0,116848128008696
MLP;1;0,8;100;10~1;no PCA;Day;Day;Day;0,120911109796288
Jordan;1;0,8;100;10~1;no PCA;Day;Day;Day;0,121082806519538
Elman;1;0,8;100;10~1;no PCA;Day;Day;Day;0,11793453301442
MLP;0;1;100;10~1;no PCA;Day;Day;Day;0,355991171609076
Jordan;0;1;100;10~1;no PCA;Day;Day;Day;0,355991171609076
Elman;0;1;100;10~1;no PCA;Day;Day;Day;0,342762804290547
MLP;0,2;1;100;10~1;no PCA;Day;Day;Day;0,161209581815462
Jordan;0,2;1;100;10~1;no PCA;Day;Day;Day;0,152498382969343
Elman;0,2;1;100;10~1;no PCA;Day;Day;Day;0,136048768793534
MLP;0,4;1;100;10~1;no PCA;Day;Day;Day;0,144171314056057
Jordan;0,4;1;100;10~1;no PCA;Day;Day;Day;0,140162694943046
Elman;0,4;1;100;10~1;no PCA;Day;Day;Day;0,13145387298262
MLP;0,6;1;100;10~1;no PCA;Day;Day;Day;0,139402078586845
Jordan;0,6;1;100;10~1;no PCA;Day;Day;Day;0,137184457485759
Elman;0,6;1;100;10~1;no PCA;Day;Day;Day;0,13119394109491
MLP;0,8;1;100;10~1;no PCA;Day;Day;Day;0,138173172531142
Jordan;0,8;1;100;10~1;no PCA;Day;Day;Day;0,136594295681613
Elman;0,8;1;100;10~1;no PCA;Day;Day;Day;0,132044251808564
MLP;1;1;100;10~1;no PCA;Day;Day;Day;0,138203054289826
Jordan;1;1;100;10~1;no PCA;Day;Day;Day;0,137050445067108
Elman;1;1;100;10~1;no PCA;Day;Day;Day;0,133369983415675
MLP;0;0;500;10~1;no PCA;Day;Day;Day;0,0873284428398991
Jordan;0;0;500;10~1;no PCA;Day;Day;Day;0,0898348723574571
Elman;0;0;500;10~1;no PCA;Day;Day;Day;0,0919296359996835
MLP;0,2;0;500;10~1;no PCA;Day;Day;Day;0,00282911644570639
Jordan;0,2;0;500;10~1;no PCA;Day;Day;Day;0,0028252999684314
Elman;0,2;0;500;10~1;no PCA;Day;Day;Day;0,00261103485612292
MLP;0,4;0;500;10~1;no PCA;Day;Day;Day;0,00239771780349629
Jordan;0,4;0;500;10~1;no PCA;Day;Day;Day;0,00237380580662148
Elman;0,4;0;500;10~1;no PCA;Day;Day;Day;0,00260864779612121
MLP;0,6;0;500;10~1;no PCA;Day;Day;Day;0,00259976898006624
Jordan;0,6;0;500;10~1;no PCA;Day;Day;Day;0,0026075544424005
Elman;0,6;0;500;10~1;no PCA;Day;Day;Day;0,0028422065679577
MLP;0,8;0;500;10~1;no PCA;Day;Day;Day;0,00274709582581522
Jordan;0,8;0;500;10~1;no PCA;Day;Day;Day;0,00278381091175882
Elman;0,8;0;500;10~1;no PCA;Day;Day;Day;0,00301710276189662
MLP;1;0;500;10~1;no PCA;Day;Day;Day;0,00291860012625523
Jordan;1;0;500;10~1;no PCA;Day;Day;Day;0,00297667236638917
Elman;1;0;500;10~1;no PCA;Day;Day;Day;0,00314207692472141
MLP;0;0,2;500;10~1;no PCA;Day;Day;Day;0,150157028642163
Jordan;0;0,2;500;10~1;no PCA;Day;Day;Day;0,155197925241054
Elman;0;0,2;500;10~1;no PCA;Day;Day;Day;0,173296177236254
MLP;0,2;0,2;500;10~1;no PCA;Day;Day;Day;0,00303333106722926
Jordan;0,2;0,2;500;10~1;no PCA;Day;Day;Day;0,00374778144637094
Elman;0,2;0,2;500;10~1;no PCA;Day;Day;Day;0,0760419347020839
MLP;0,4;0,2;500;10~1;no PCA;Day;Day;Day;0,00266218681998006
Jordan;0,4;0,2;500;10~1;no PCA;Day;Day;Day;0,00262102585322614
Elman;0,4;0,2;500;10~1;no PCA;Day;Day;Day;0,0482744749880915
MLP;0,6;0,2;500;10~1;no PCA;Day;Day;Day;0,00277939123063003
Jordan;0,6;0,2;500;10~1;no PCA;Day;Day;Day;0,00270191101496902
Elman;0,6;0,2;500;10~1;no PCA;Day;Day;Day;0,0307090792503917
MLP;0,8;0,2;500;10~1;no PCA;Day;Day;Day;0,00284315596067024
Jordan;0,8;0,2;500;10~1;no PCA;Day;Day;Day;0,00277075206322009
Elman;0,8;0,2;500;10~1;no PCA;Day;Day;Day;0,0162242456234169
MLP;1;0,2;500;10~1;no PCA;Day;Day;Day;0,00295530991783114
Jordan;1;0,2;500;10~1;no PCA;Day;Day;Day;0,00284461057814585
Elman;1;0,2;500;10~1;no PCA;Day;Day;Day;0,0125507845709163
MLP;0;0,4;500;10~1;no PCA;Day;Day;Day;0,296470226386932
Jordan;0;0,4;500;10~1;no PCA;Day;Day;Day;0,30428037424165
Elman;0;0,4;500;10~1;no PCA;Day;Day;Day;0,321779555208038
MLP;0,2;0,4;500;10~1;no PCA;Day;Day;Day;0,0352221139806012
Jordan;0,2;0,4;500;10~1;no PCA;Day;Day;Day;0,0734548009489158
Elman;0,2;0,4;500;10~1;no PCA;Day;Day;Day;0,0887384145696755
MLP;0,4;0,4;500;10~1;no PCA;Day;Day;Day;0,00278036718943373
Jordan;0,4;0,4;500;10~1;no PCA;Day;Day;Day;0,00930891830740895
Elman;0,4;0,4;500;10~1;no PCA;Day;Day;Day;0,0887982409694528
MLP;0,6;0,4;500;10~1;no PCA;Day;Day;Day;0,00276002703083317
Jordan;0,6;0,4;500;10~1;no PCA;Day;Day;Day;0,00268761422932705
Elman;0,6;0,4;500;10~1;no PCA;Day;Day;Day;0,0896323479860153
MLP;0,8;0,4;500;10~1;no PCA;Day;Day;Day;0,00287101221506528
Jordan;0,8;0,4;500;10~1;no PCA;Day;Day;Day;0,00269794769010081
Elman;0,8;0,4;500;10~1;no PCA;Day;Day;Day;0,0906808306881271
MLP;1;0,4;500;10~1;no PCA;Day;Day;Day;0,00288812319123601
Jordan;1;0,4;500;10~1;no PCA;Day;Day;Day;0,00264656790072942
Elman;1;0,4;500;10~1;no PCA;Day;Day;Day;0,0918259722797883
MLP;0;0,6;500;10~1;no PCA;Day;Day;Day;0,353560045255112
Jordan;0;0,6;500;10~1;no PCA;Day;Day;Day;0,352460248045014
Elman;0;0,6;500;10~1;no PCA;Day;Day;Day;0,348901726706246
MLP;0,2;0,6;500;10~1;no PCA;Day;Day;Day;0,0948986251199419
Jordan;0,2;0,6;500;10~1;no PCA;Day;Day;Day;0,10103267812006
Elman;0,2;0,6;500;10~1;no PCA;Day;Day;Day;0,0990449411437008
MLP;0,4;0,6;500;10~1;no PCA;Day;Day;Day;0,0348624473290944
Jordan;0,4;0,6;500;10~1;no PCA;Day;Day;Day;0,0994475345991171
Elman;0,4;0,6;500;10~1;no PCA;Day;Day;Day;0,0992515887160938
MLP;0,6;0,6;500;10~1;no PCA;Day;Day;Day;0,00615735840014858
Jordan;0,6;0,6;500;10~1;no PCA;Day;Day;Day;0,0976149563750145
Elman;0,6;0,6;500;10~1;no PCA;Day;Day;Day;0,100267527837562
MLP;0,8;0,6;500;10~1;no PCA;Day;Day;Day;0,00279979995650917
Jordan;0,8;0,6;500;10~1;no PCA;Day;Day;Day;0,0831171966116532
Elman;0,8;0,6;500;10~1;no PCA;Day;Day;Day;0,101508504371369
MLP;1;0,6;500;10~1;no PCA;Day;Day;Day;0,00286069988126887
Jordan;1;0,6;500;10~1;no PCA;Day;Day;Day;0,0723158870133695
Elman;1;0,6;500;10~1;no PCA;Day;Day;Day;0,102855574155562
MLP;0;0,8;500;10~1;no PCA;Day;Day;Day;0,355991171609076
Jordan;0;0,8;500;10~1;no PCA;Day;Day;Day;0,355991171609076
Elman;0;0,8;500;10~1;no PCA;Day;Day;Day;0,350282418847039
MLP;0,2;0,8;500;10~1;no PCA;Day;Day;Day;0,113844133577224
Jordan;0,2;0,8;500;10~1;no PCA;Day;Day;Day;0,114256284452988
Elman;0,2;0,8;500;10~1;no PCA;Day;Day;Day;0,11120060397878
MLP;0,4;0,8;500;10~1;no PCA;Day;Day;Day;0,111460413518912
Jordan;0,4;0,8;500;10~1;no PCA;Day;Day;Day;0,113007239959541
Elman;0,4;0,8;500;10~1;no PCA;Day;Day;Day;0,111553147512382
MLP;0,6;0,8;500;10~1;no PCA;Day;Day;Day;0,110844792180804
Jordan;0,6;0,8;500;10~1;no PCA;Day;Day;Day;0,113717845406918
Elman;0,6;0,8;500;10~1;no PCA;Day;Day;Day;0,112790074682854
MLP;0,8;0,8;500;10~1;no PCA;Day;Day;Day;0,101045856330885
Jordan;0,8;0,8;500;10~1;no PCA;Day;Day;Day;0,114910201689651
Elman;0,8;0,8;500;10~1;no PCA;Day;Day;Day;0,114259184844123
MLP;1;0,8;500;10~1;no PCA;Day;Day;Day;0,0803425099319922
Jordan;1;0,8;500;10~1;no PCA;Day;Day;Day;0,116333615628471
Elman;1;0,8;500;10~1;no PCA;Day;Day;Day;0,115844570856628
MLP;0;1;500;10~1;no PCA;Day;Day;Day;0,355991171609076
Jordan;0;1;500;10~1;no PCA;Day;Day;Day;0,355971239396912
Elman;0;1;500;10~1;no PCA;Day;Day;Day;0,343850871547501
MLP;0,2;1;500;10~1;no PCA;Day;Day;Day;0,130213797774252
Jordan;0,2;1;500;10~1;no PCA;Day;Day;Day;0,129133795322939
Elman;0,2;1;500;10~1;no PCA;Day;Day;Day;0,12553947808585
MLP;0,4;1;500;10~1;no PCA;Day;Day;Day;0,12809677217682
Jordan;0,4;1;500;10~1;no PCA;Day;Day;Day;0,127911224451605
Elman;0,4;1;500;10~1;no PCA;Day;Day;Day;0,126097877156221
MLP;0,6;1;500;10~1;no PCA;Day;Day;Day;0,128710649282687
Jordan;0,6;1;500;10~1;no PCA;Day;Day;Day;0,128786336144853
Elman;0,6;1;500;10~1;no PCA;Day;Day;Day;0,127580898360905
MLP;0,8;1;500;10~1;no PCA;Day;Day;Day;0,129998737217121
Jordan;0,8;1;500;10~1;no PCA;Day;Day;Day;0,130209237741894
Elman;0,8;1;500;10~1;no PCA;Day;Day;Day;0,129313583105246
MLP;1;1;500;10~1;no PCA;Day;Day;Day;0,131623765479086
Jordan;1;1;500;10~1;no PCA;Day;Day;Day;0,131886010163908
Elman;1;1;500;10~1;no PCA;Day;Day;Day;0,131168103643671
MLP;0;0;100;30~1;no PCA;Day;Day;Day;0,111285633694416
Jordan;0;0;100;30~1;no PCA;Day;Day;Day;0,102953696676076
Elman;0;0;100;30~1;no PCA;Day;Day;Day;0,101585340576933
MLP;0,2;0;100;30~1;no PCA;Day;Day;Day;0,0426568804842488
Jordan;0,2;0;100;30~1;no PCA;Day;Day;Day;0,0431278320632896
Elman;0,2;0;100;30~1;no PCA;Day;Day;Day;0,0538853634415217
MLP;0,4;0;100;30~1;no PCA;Day;Day;Day;0,014120645550795
Jordan;0,4;0;100;30~1;no PCA;Day;Day;Day;0,0142112502559883
Elman;0,4;0;100;30~1;no PCA;Day;Day;Day;0,0269313901011048
MLP;0,6;0;100;30~1;no PCA;Day;Day;Day;0,00430144842439925
Jordan;0,6;0;100;30~1;no PCA;Day;Day;Day;0,00435452794642915
Elman;0,6;0;100;30~1;no PCA;Day;Day;Day;0,010393783048018
MLP;0,8;0;100;30~1;no PCA;Day;Day;Day;0,00317717397845832
Jordan;0,8;0;100;30~1;no PCA;Day;Day;Day;0,0032572009625464
Elman;0,8;0;100;30~1;no PCA;Day;Day;Day;0,00627187710534954
MLP;1;0;100;30~1;no PCA;Day;Day;Day;0,00329900462355238
Jordan;1;0;100;30~1;no PCA;Day;Day;Day;0,00340017674226832
Elman;1;0;100;30~1;no PCA;Day;Day;Day;0,00633856399579345
MLP;0;0,2;100;30~1;no PCA;Day;Day;Day;0,336382536300325
Jordan;0;0,2;100;30~1;no PCA;Day;Day;Day;0,34276079734339
Elman;0;0,2;100;30~1;no PCA;Day;Day;Day;0,355768391478422
MLP;0,2;0,2;100;30~1;no PCA;Day;Day;Day;0,105407066333806
Jordan;0,2;0,2;100;30~1;no PCA;Day;Day;Day;0,110850871157862
Elman;0,2;0,2;100;30~1;no PCA;Day;Day;Day;0,0965022190215707
MLP;0,4;0,2;100;30~1;no PCA;Day;Day;Day;0,0319695645500925
Jordan;0,4;0,2;100;30~1;no PCA;Day;Day;Day;0,0497203170868751
Elman;0,4;0,2;100;30~1;no PCA;Day;Day;Day;0,0902785281061016
MLP;0,6;0,2;100;30~1;no PCA;Day;Day;Day;0,00741157718637398
Jordan;0,6;0,2;100;30~1;no PCA;Day;Day;Day;0,0134437949591709
Elman;0,6;0,2;100;30~1;no PCA;Day;Day;Day;0,0889055773318392
MLP;0,8;0,2;100;30~1;no PCA;Day;Day;Day;0,00393701723325608
Jordan;0,8;0,2;100;30~1;no PCA;Day;Day;Day;0,00461619324297699
Elman;0,8;0,2;100;30~1;no PCA;Day;Day;Day;0,0859347823562711
MLP;1;0,2;100;30~1;no PCA;Day;Day;Day;0,00317464813805025
Jordan;1;0,2;100;30~1;no PCA;Day;Day;Day;0,00330209029251242
Elman;1;0,2;100;30~1;no PCA;Day;Day;Day;0,08693143999773
MLP;0;0,4;100;30~1;no PCA;Day;Day;Day;0,355991171609076
Jordan;0;0,4;100;30~1;no PCA;Day;Day;Day;0,355991171609076
Elman;0;0,4;100;30~1;no PCA;Day;Day;Day;0,355991171609076
MLP;0,2;0,4;100;30~1;no PCA;Day;Day;Day;0,152855345945251
Jordan;0,2;0,4;100;30~1;no PCA;Day;Day;Day;0,139849308161299
Elman;0,2;0,4;100;30~1;no PCA;Day;Day;Day;0,0985380275038306
MLP;0,4;0,4;100;30~1;no PCA;Day;Day;Day;0,103010378859086
Jordan;0,4;0,4;100;30~1;no PCA;Day;Day;Day;0,111157588107499
Elman;0,4;0,4;100;30~1;no PCA;Day;Day;Day;0,0944587125531712
MLP;0,6;0,4;100;30~1;no PCA;Day;Day;Day;0,0822202246627109
Jordan;0,6;0,4;100;30~1;no PCA;Day;Day;Day;0,101081965674197
Elman;0,6;0,4;100;30~1;no PCA;Day;Day;Day;0,0937539325384412
MLP;0,8;0,4;100;30~1;no PCA;Day;Day;Day;0,0576504186246056
Jordan;0,8;0,4;100;30~1;no PCA;Day;Day;Day;0,0966057631317634
Elman;0,8;0,4;100;30~1;no PCA;Day;Day;Day;0,0934034766962264
MLP;1;0,4;100;30~1;no PCA;Day;Day;Day;0,0391556729393739
Jordan;1;0,4;100;30~1;no PCA;Day;Day;Day;0,0914470739996609
Elman;1;0,4;100;30~1;no PCA;Day;Day;Day;0,0940558642358703
MLP;0;0,6;100;30~1;no PCA;Day;Day;Day;0,355991171609076
Jordan;0;0,6;100;30~1;no PCA;Day;Day;Day;0,355991171609076
Elman;0;0,6;100;30~1;no PCA;Day;Day;Day;0,355991171609076
MLP;0,2;0,6;100;30~1;no PCA;Day;Day;Day;0,173388100104512
Jordan;0,2;0,6;100;30~1;no PCA;Day;Day;Day;0,157024070240152
Elman;0,2;0,6;100;30~1;no PCA;Day;Day;Day;0,109946797072558
MLP;0,4;0,6;100;30~1;no PCA;Day;Day;Day;0,131247234932679
Jordan;0,4;0,6;100;30~1;no PCA;Day;Day;Day;0,1289485556153
Elman;0,4;0,6;100;30~1;no PCA;Day;Day;Day;0,104894790130668
MLP;0,6;0,6;100;30~1;no PCA;Day;Day;Day;0,117922844709912
Jordan;0,6;0,6;100;30~1;no PCA;Day;Day;Day;0,120339868329521
Elman;0,6;0,6;100;30~1;no PCA;Day;Day;Day;0,104111423395211
MLP;0,8;0,6;100;30~1;no PCA;Day;Day;Day;0,111882455892624
Jordan;0,8;0,6;100;30~1;no PCA;Day;Day;Day;0,116698294102338
Elman;0,8;0,6;100;30~1;no PCA;Day;Day;Day;0,104450188092542
MLP;1;0,6;100;30~1;no PCA;Day;Day;Day;0,108080809285629
Jordan;1;0,6;100;30~1;no PCA;Day;Day;Day;0,114793385385741
Elman;1;0,6;100;30~1;no PCA;Day;Day;Day;0,105245920354618
MLP;0;0,8;100;30~1;no PCA;Day;Day;Day;0,355991171609076
Jordan;0;0,8;100;30~1;no PCA;Day;Day;Day;0,355991171609076
Elman;0;0,8;100;30~1;no PCA;Day;Day;Day;0,35320776974871
MLP;0,2;0,8;100;30~1;no PCA;Day;Day;Day;0,197870757777491
Jordan;0,2;0,8;100;30~1;no PCA;Day;Day;Day;0,177945117629817
Elman;0,2;0,8;100;30~1;no PCA;Day;Day;Day;0,123875326072608
MLP;0,4;0,8;100;30~1;no PCA;Day;Day;Day;0,153956426086878
Jordan;0,4;0,8;100;30~1;no PCA;Day;Day;Day;0,146307849927357
Elman;0,4;0,8;100;30~1;no PCA;Day;Day;Day;0,117870995531019
MLP;0,6;0,8;100;30~1;no PCA;Day;Day;Day;0,139933446333105
Jordan;0,6;0,8;100;30~1;no PCA;Day;Day;Day;0,136698466478942
Elman;0,6;0,8;100;30~1;no PCA;Day;Day;Day;0,117006978577545
MLP;0,8;0,8;100;30~1;no PCA;Day;Day;Day;0,134188609533736
Jordan;0,8;0,8;100;30~1;no PCA;Day;Day;Day;0,132621843689954
Elman;0,8;0,8;100;30~1;no PCA;Day;Day;Day;0,117421317503669
MLP;1;0,8;100;30~1;no PCA;Day;Day;Day;0,13139005956714
Jordan;1;0,8;100;30~1;no PCA;Day;Day;Day;0,130788308056398
Elman;1;0,8;100;30~1;no PCA;Day;Day;Day;0,118389351664438
MLP;0;1;100;30~1;no PCA;Day;Day;Day;0,355991171609076
Jordan;0;1;100;30~1;no PCA;Day;Day;Day;0,355991171609076
Elman;0;1;100;30~1;no PCA;Day;Day;Day;0,314360004445336
MLP;0,2;1;100;30~1;no PCA;Day;Day;Day;0,218950888086131
Jordan;0,2;1;100;30~1;no PCA;Day;Day;Day;0,201130704440853
Elman;0,2;1;100;30~1;no PCA;Day;Day;Day;0,139735125286664
MLP;0,4;1;100;30~1;no PCA;Day;Day;Day;0,176330358663078
Jordan;0,4;1;100;30~1;no PCA;Day;Day;Day;0,166186662426103
Elman;0,4;1;100;30~1;no PCA;Day;Day;Day;0,133017586560818
MLP;0,6;1;100;30~1;no PCA;Day;Day;Day;0,161517238810342
Jordan;0,6;1;100;30~1;no PCA;Day;Day;Day;0,15488608886498
Elman;0,6;1;100;30~1;no PCA;Day;Day;Day;0,132117845630155
MLP;0,8;1;100;30~1;no PCA;Day;Day;Day;0,154797891378362
Jordan;0,8;1;100;30~1;no PCA;Day;Day;Day;0,150381353549214
Elman;0,8;1;100;30~1;no PCA;Day;Day;Day;0,132691514919604
MLP;1;1;100;30~1;no PCA;Day;Day;Day;0,151589853976034
Jordan;1;1;100;30~1;no PCA;Day;Day;Day;0,148251635459105
Elman;1;1;100;30~1;no PCA;Day;Day;Day;0,133849840889694
MLP;0;0;500;30~1;no PCA;Day;Day;Day;0,108682105245321
Jordan;0;0;500;30~1;no PCA;Day;Day;Day;0,107535031835123
Elman;0;0;500;30~1;no PCA;Day;Day;Day;0,116726573751066
MLP;0,2;0;500;30~1;no PCA;Day;Day;Day;0,00234449364537453
Jordan;0,2;0;500;30~1;no PCA;Day;Day;Day;0,00233840123684699
Elman;0,2;0;500;30~1;no PCA;Day;Day;Day;0,00295586963201279
MLP;0,4;0;500;30~1;no PCA;Day;Day;Day;0,0025781763774142
Jordan;0,4;0;500;30~1;no PCA;Day;Day;Day;0,0026185271274459
Elman;0,4;0;500;30~1;no PCA;Day;Day;Day;0,00366219430953291
MLP;0,6;0;500;30~1;no PCA;Day;Day;Day;0,0028463181969814
Jordan;0,6;0;500;30~1;no PCA;Day;Day;Day;0,00291664879917989
Elman;0,6;0;500;30~1;no PCA;Day;Day;Day;0,00394163124986908
MLP;0,8;0;500;30~1;no PCA;Day;Day;Day;0,00309203070480549
Jordan;0,8;0;500;30~1;no PCA;Day;Day;Day;0,00317056179153088
Elman;0,8;0;500;30~1;no PCA;Day;Day;Day;0,00407503779453815
MLP;1;0;500;30~1;no PCA;Day;Day;Day;0,00329645493824555
Jordan;1;0;500;30~1;no PCA;Day;Day;Day;0,00335901122411834
Elman;1;0;500;30~1;no PCA;Day;Day;Day;0,00425566822688167
MLP;0;0,2;500;30~1;no PCA;Day;Day;Day;0,345817215248242
Jordan;0;0,2;500;30~1;no PCA;Day;Day;Day;0,343079494088153
Elman;0;0,2;500;30~1;no PCA;Day;Day;Day;0,355144603539185
MLP;0,2;0,2;500;30~1;no PCA;Day;Day;Day;0,00272802810400742
Jordan;0,2;0,2;500;30~1;no PCA;Day;Day;Day;0,00268044234888542
Elman;0,2;0,2;500;30~1;no PCA;Day;Day;Day;0,0832684773257328
MLP;0,4;0,2;500;30~1;no PCA;Day;Day;Day;0,00281000663067968
Jordan;0,4;0,2;500;30~1;no PCA;Day;Day;Day;0,00276281657099163
Elman;0,4;0,2;500;30~1;no PCA;Day;Day;Day;0,0813484068105723
MLP;0,6;0,2;500;30~1;no PCA;Day;Day;Day;0,00293203623890976
Jordan;0,6;0,2;500;30~1;no PCA;Day;Day;Day;0,0028608072033084
Elman;0,6;0,2;500;30~1;no PCA;Day;Day;Day;0,0811399108808622
MLP;0,8;0,2;500;30~1;no PCA;Day;Day;Day;0,00301566846139258
Jordan;0,8;0,2;500;30~1;no PCA;Day;Day;Day;0,00294872463046857
Elman;0,8;0,2;500;30~1;no PCA;Day;Day;Day;0,0820219570143958
MLP;1;0,2;500;30~1;no PCA;Day;Day;Day;0,00312582987999219
Jordan;1;0,2;500;30~1;no PCA;Day;Day;Day;0,00302006648606485
Elman;1;0,2;500;30~1;no PCA;Day;Day;Day;0,0827143185172267
MLP;0;0,4;500;30~1;no PCA;Day;Day;Day;0,355991171609076
Jordan;0;0,4;500;30~1;no PCA;Day;Day;Day;0,355991171609076
Elman;0;0,4;500;30~1;no PCA;Day;Day;Day;0,355991171609076
MLP;0,2;0,4;500;30~1;no PCA;Day;Day;Day;0,0211505583656629
Jordan;0,2;0,4;500;30~1;no PCA;Day;Day;Day;0,0771303535913906
Elman;0,2;0,4;500;30~1;no PCA;Day;Day;Day;0,089325143996365
MLP;0,4;0,4;500;30~1;no PCA;Day;Day;Day;0,0029305008553073
Jordan;0,4;0,4;500;30~1;no PCA;Day;Day;Day;0,00659023767262272
Elman;0,4;0,4;500;30~1;no PCA;Day;Day;Day;0,0892738574498383
MLP;0,6;0,4;500;30~1;no PCA;Day;Day;Day;0,00299392528887806
Jordan;0,6;0,4;500;30~1;no PCA;Day;Day;Day;0,00297951576119839
Elman;0,6;0,4;500;30~1;no PCA;Day;Day;Day;0,089788350784223
MLP;0,8;0,4;500;30~1;no PCA;Day;Day;Day;0,00305330835815749
Jordan;0,8;0,4;500;30~1;no PCA;Day;Day;Day;0,00287933033896772
Elman;0,8;0,4;500;30~1;no PCA;Day;Day;Day;0,0908065638051885
MLP;1;0,4;500;30~1;no PCA;Day;Day;Day;0,00314355659586231
Jordan;1;0,4;500;30~1;no PCA;Day;Day;Day;0,0029149419274917
Elman;1;0,4;500;30~1;no PCA;Day;Day;Day;0,0919317166475554
MLP;0;0,6;500;30~1;no PCA;Day;Day;Day;0,355991171609076
Jordan;0;0,6;500;30~1;no PCA;Day;Day;Day;0,355991171609076
Elman;0;0,6;500;30~1;no PCA;Day;Day;Day;0,355991171609076
MLP;0,2;0,6;500;30~1;no PCA;Day;Day;Day;0,100452351519263
Jordan;0,2;0,6;500;30~1;no PCA;Day;Day;Day;0,108679318296027
Elman;0,2;0,6;500;30~1;no PCA;Day;Day;Day;0,0994474100835151
MLP;0,4;0,6;500;30~1;no PCA;Day;Day;Day;0,0451381856467326
Jordan;0,4;0,6;500;30~1;no PCA;Day;Day;Day;0,103086931735763
Elman;0,4;0,6;500;30~1;no PCA;Day;Day;Day;0,0994609906520541
MLP;0,6;0,6;500;30~1;no PCA;Day;Day;Day;0,00378270633372868
