User:;komputer
IndexName:;WIG20Matkil
StartDate:;2015-01-27 15:19:33
CalculationTime:;05:44:32
TestCasesNumber:;3
ProportionalDivisionTrainingTestData:;70
networkType;learningCoefficient;inertiaCoefficient;iterationNumber;neuronStructure;maxInputColumns;windowLength;density;step;resultError;TestCorrectDirectionPredictionsRate;TestCorrectDownPredictionsRate;TestCorrectUpPredictionsRate;Trend;LastTrainingCorrectDirectionPredictionsRate
Jordan;0,75;0,25;1000;10~1;10;Day;Day;Day;1076,9980809063;0,502958579881657;1;0,0117647058823529;0,502958579881657;0,557601510859301
Elman;0,75;0,25;1000;10~1;10;Day;Day;Day;995,745699780724;0,500986193293886;1;0,00784313725490196;0,502958579881657;0,563739376770538
MLP;1;0,25;1000;10~1;10;Day;Day;Day;1082,40328903161;0,502958579881657;0,994047619047619;0,0176470588235294;0,502958579881657;0,554296506137866
Jordan;1;0,25;1000;10~1;10;Day;Day;Day;1108,91706408323;0,501972386587771;0,986111111111111;0,0235294117647059;0,502958579881657;0,556657223796034
Elman;1;0,25;1000;10~1;10;Day;Day;Day;1012,36964296087;0,505917159763314;1;0,0176470588235294;0,502958579881657;0,550991501416431
MLP;0,5;0;1000;10~10~1;10;Day;Day;Day;1076,59600726277;0,500986193293886;0,990079365079365;0,0176470588235294;0,502958579881657;0,551463644948064
Jordan;0,5;0;1000;10~10~1;10;Day;Day;Day;1106,45133391798;0,498027613412229;1;0,00196078431372549;0,502958579881657;0,5547686496695
Elman;0,5;0;1000;10~10~1;10;Day;Day;Day;1072,71222973834;0,509861932938856;0,972222222222222;0,0529411764705882;0,502958579881657;0,546742209631728
MLP;0,75;0;1000;10~10~1;10;Day;Day;Day;1078,23175637826;0,504930966469428;0,984126984126984;0,0313725490196078;0,502958579881657;0,551935788479698
Jordan;0,75;0;1000;10~10~1;10;Day;Day;Day;1016,64897051297;0,509861932938856;0,98015873015873;0,0450980392156863;0,502958579881657;0,559490084985836
Elman;0,75;0;1000;10~10~1;10;Day;Day;Day;1061,87007031185;0,52465483234714;0,930555555555556;0,123529411764706;0,502958579881657;0,544853635505194
MLP;1;0;1000;10~10~1;10;Day;Day;Day;1053,85479385133;0,506903353057199;0,976190476190476;0,0431372549019608;0,502958579881657;0,561850802644004
Jordan;1;0;1000;10~10~1;10;Day;Day;Day;1021,85850096049;0,513806706114398;0,984126984126984;0,0490196078431373;0,502958579881657;0,546270066100094
Elman;1;0;1000;10~10~1;10;Day;Day;Day;1046,45944407997;0,516765285996055;0,958333333333333;0,0803921568627451;0,502958579881657;0,531161473087819
MLP;0,5;0,25;1000;10~10~1;10;Day;Day;Day;1140,33444196153;0,5;0,998015873015873;0,00784313725490196;0,502958579881657;0,557129367327668
Jordan;0,5;0,25;1000;10~10~1;10;Day;Day;Day;1112,40111256341;0,503944773175542;0,996031746031746;0,0176470588235294;0,502958579881657;0,545797922568461
Elman;0,5;0,25;1000;10~10~1;10;Day;Day;Day;939,720916574511;0,517751479289941;0,986111111111111;0,0549019607843137;0,502958579881657;0,541076487252125
MLP;0,75;0,25;1000;10~10~1;10;Day;Day;Day;1029,26511600911;0,505917159763314;0,992063492063492;0,0254901960784314;0,502958579881657;0,559017941454202
Jordan;0,75;0,25;1000;10~10~1;10;Day;Day;Day;995,927080569195;0,509861932938856;0,984126984126984;0,0411764705882353;0,502958579881657;0,557129367327668
Elman;0,75;0,25;1000;10~10~1;10;Day;Day;Day;910,203205161947;0,513806706114398;0,972222222222222;0,0607843137254902;0,502958579881657;0,560906515580737
MLP;1;0,25;1000;10~10~1;10;Day;Day;Day;1032,0815816543;0,503944773175542;0,982142857142857;0,0313725490196078;0,502958579881657;0,56137865911237
Jordan;1;0,25;1000;10~10~1;10;Day;Day;Day;988,958655577496;0,523668639053254;0,944444444444444;0,107843137254902;0,502958579881657;0,571293673276676
Elman;1;0,25;1000;10~10~1;10;Day;Day;Day;904,850098898357;0,510848126232742;0,966269841269841;0,0607843137254902;0,502958579881657;0,570349386213409
MLP;0,5;0;1000;30~30~1;20;Day;Day;Day;903,262958971551;0,523668639053254;0,944444444444445;0,107843137254902;0,502958579881657;0,589707271010387
Jordan;0,5;0;1000;30~30~1;20;Day;Day;Day;937,776174404452;0,518737672583827;0,958333333333333;0,0843137254901961;0,502958579881657;0,592540132200189
Elman;0,5;0;1000;30~30~1;20;Day;Day;Day;919,054762006194;0,538461538461538;0,76984126984127;0,309803921568627;0,502958579881657;0,572710103871577
MLP;0,75;0;1000;30~30~1;20;Day;Day;Day;882,459389023533;0,522682445759369;0,952380952380952;0,0980392156862745;0,502958579881657;0,589235127478754
